country,iso3,region,date, gdp_pc , rol_index , pop ,epi
Kenya,KEN,Africa,2014-01-01, 4,580.39 , 0.43 , 45,831,863 ,36.99
Kazakhstan,KAZ,Asia,2014-01-01, 31,932.79 , 0.47 , 17,288,285 ,51.07
Jordan,JOR,Asia,2014-01-01, 10,305.70 , 0.57 , 8,658,026 ,55.78
Japan,JPN,Asia,2014-01-01, 42,909.01 , 0.78 , 127,276,000 ,72.35
Jamaica,JAM,Americas,2014-01-01, 9,751.44 , 0.53 , 2,784,543 ,58.26
Italy,ITA,Europe,2014-01-01, 46,779.75 , 0.63 , 60,789,140 ,74.36
Indonesia,IDN,Asia,2014-01-01, 10,612.93 , 0.52 , 256,229,761 ,44.36
India,IND,Asia,2014-01-01, 6,103.24 , 0.48 , 1,307,246,509 ,31.23
Hungary,HUN,Europe,2014-01-01, 30,460.72 , 0.61 , 9,866,468 ,70.28
Guatemala,GTM,Americas,2014-01-01, 10,766.68 , 0.44 , 15,306,316 ,48.06
Greece,GRC,Europe,2014-01-01, 31,345.70 , 0.59 , 10,892,413 ,73.28
Ghana,GHA,Africa,2014-01-01, 5,588.23 , 0.57 , 28,196,358 ,32.07
Germany,DEU,Europe,2014-01-01, 58,981.48 , 0.80 , 80,982,500 ,80.47
Georgia,GEO,Asia,2014-01-01, 14,475.31 , 0.60 , 3,719,414 ,47.23
France,FRA,Europe,2014-01-01, 51,534.80 , 0.74 , 66,312,067 ,71.05
Finland,FIN,Europe,2014-01-01, 53,464.33 , 0.84 , 5,461,512 ,75.72
Ethiopia,ETH,Africa,2014-01-01, 1,846.39 , 0.42 , 99,746,766 ,39.43
Estonia,EST,Europe,2014-01-01, 35,466.23 , 0.76 , 1,314,545 ,74.66
El Salvador,SLV,Americas,2014-01-01, 9,380.86 , 0.48 , 6,209,526 ,43.79
Ecuador,ECU,Americas,2014-01-01, 14,115.39 , 0.45 , 15,957,994 ,58.54
Dominican Republic,DOM,Americas,2014-01-01, 16,872.30 , 0.47 , 10,282,115 ,53.24
Denmark,DNK,Europe,2014-01-01, 61,852.02 , 0.88 , 5,643,475 ,76.92
Czechia,CZE,Europe,2014-01-01, 40,862.97 , 0.67 , 10,525,347 ,81.47
Croatia,HRV,Europe,2014-01-01, 28,154.11 , 0.57 , 4,238,389 ,62.23
Cote d'Ivoire,CIV,Africa,2014-01-01, 5,234.49 , 0.46 , 22,995,555 ,39.72
Colombia,COL,Americas,2014-01-01, 16,740.42 , 0.49 , 46,677,947 ,50.77
China,CHN,Asia,2014-01-01, 13,696.52 , 0.45 , 1,371,860,000 ,43
Chile,CHL,Americas,2014-01-01, 27,790.25 , 0.68 , 17,687,108 ,69.93
Canada,CAN,Americas,2014-01-01, 54,880.86 , 0.78 , 35,434,066 ,73.14
Cameroon,CMR,Africa,2014-01-01, 4,537.31 , 0.39 , 22,299,585 ,36.68
Cambodia,KHM,Asia,2014-01-01, 3,621.72 , 0.40 , 15,210,817 ,35.44
Burkina Faso,BFA,Africa,2014-01-01, 2,084.33 , 0.51 , 18,169,842 ,40.52
Bulgaria,BGR,Europe,2014-01-01, 23,155.45 , 0.53 , 7,223,938 ,64.01
Brazil,BRA,Americas,2014-01-01, 18,865.01 , 0.54 , 203,459,650 ,52.97
Botswana,BWA,Africa,2014-01-01, 16,385.85 , 0.67 , 2,260,376 ,47.6
Bosnia and Herzegovina,BIH,Europe,2014-01-01, 13,620.68 , 0.55 , 3,571,068 ,45.79
Bolivia,BOL,Americas,2014-01-01, 8,796.50 , 0.39 , 10,916,987 ,50.48
Belgium,BEL,Europe,2014-01-01, 58,028.55 , 0.76 , 11,209,057 ,66.61
Belarus,BLR,Europe,2014-01-01, 26,564.43 , 0.51 , 9,448,515 ,67.69
Bangladesh,BGD,Asia,2014-01-01, 5,133.76 , 0.39 , 155,961,299 ,25.61
Austria,AUT,Europe,2014-01-01, 62,378.97 , 0.82 , 8,546,356 ,78.32
Australia,AUS,Oceania,2014-01-01, 54,610.39 , 0.80 , 23,475,686 ,82.4
Argentina,ARG,Americas,2014-01-01, 28,442.25 , 0.50 , 42,669,500 ,49.55
Albania,ALB,Europe,2014-01-01, 12,909.24 , 0.49 , 2,889,104 ,54.73
Zimbabwe,ZWE,Africa,2016-01-01, 3,541.88 , 0.37 , 14,452,704 ,59.25
Zambia,ZMB,Africa,2016-01-01, 3,629.64 , 0.48 , 16,767,761 ,66.06
Viet Nam,VNM,Asia,2016-01-01, 9,834.59 , 0.51 , 93,126,529 ,58.5
Uzbekistan,UZB,Asia,2016-01-01, 6,972.94 , 0.46 , 31,847,900 ,63.67
Uruguay,URY,Americas,2016-01-01, 29,130.61 , 0.73 , 3,413,766 ,73.98
United States,USA,Americas,2016-01-01, 65,300.00 , 0.74 , 323,071,755 ,84.72
United Kingdom,GBR,Europe,2016-01-01, 52,372.48 , 0.81 , 65,611,593 ,87.38
United Arab Emirates,ARE,Asia,2016-01-01, 70,109.73 , 0.66 , 8,994,263 ,69.35
Ukraine,UKR,Europe,2016-01-01, 16,071.81 , 0.49 , 45,038,236 ,79.69
Uganda,UGA,Africa,2016-01-01, 2,557.58 , 0.39 , 38,748,299 ,57.56
Turkiye,TUR,Asia,2016-01-01, 26,497.14 , 0.44 , 79,277,962 ,67.68
Tunisia,TUN,Africa,2016-01-01, 12,519.78 , 0.53 , 11,685,667 ,77.28
Thailand,THA,Asia,2016-01-01, 19,439.27 , 0.52 , 70,607,037 ,69.54
Tanzania,TZA,Africa,2016-01-01, 3,180.11 , 0.47 , 54,401,802 ,58.34
Sweden,SWE,Europe,2016-01-01, 60,068.31 , 0.86 , 9,923,085 ,90.43
Sri Lanka,LKA,Asia,2016-01-01, 13,705.71 , 0.51 , 21,425,494 ,65.55
Spain,ESP,Europe,2016-01-01, 43,823.45 , 0.70 , 46,484,062 ,88.91
South Africa,ZAF,Africa,2016-01-01, 14,710.73 , 0.59 , 56,422,274 ,70.52
Slovenia,SVN,Europe,2016-01-01, 40,413.05 , 0.68 , 2,065,042 ,88.98
Singapore,SGP,Asia,2016-01-01, 110,927.69 , 0.82 , 5,607,283 ,87.04
Sierra Leone,SLE,Africa,2016-01-01, 1,582.38 , 0.45 , 7,493,913 ,45.98
Senegal,SEN,Africa,2016-01-01, 3,781.27 , 0.58 , 14,751,356 ,63.73
Russian Federation,RUS,Europe,2016-01-01, 35,361.55 , 0.46 , 145,015,460 ,83.52
Romania,ROU,Europe,2016-01-01, 30,377.53 , 0.66 , 19,702,267 ,83.24
Portugal,PRT,Europe,2016-01-01, 36,720.39 , 0.72 , 10,325,452 ,88.63
Poland,POL,Europe,2016-01-01, 32,997.60 , 0.72 , 37,970,087 ,81.26
Philippines,PHL,Asia,2016-01-01, 8,276.08 , 0.51 , 104,875,266 ,73.7
Peru,PER,Americas,2016-01-01, 14,792.49 , 0.52 , 31,132,779 ,72.95
Panama,PAN,Americas,2016-01-01, 30,961.83 , 0.53 , 4,026,336 ,78
Pakistan,PAK,Asia,2016-01-01, 5,037.98 , 0.39 , 213,524,840 ,51.42
Norway,NOR,Europe,2016-01-01, 86,004.54 , 0.88 , 5,234,519 ,86.9
North Macedonia,MKD,Europe,2016-01-01, 20,029.28 , 0.55 , 1,906,313 ,78.02
Nigeria,NGA,Africa,2016-01-01, 5,950.90 , 0.44 , 188,666,931 ,58.27
Nicaragua,NIC,Americas,2016-01-01, 6,926.06 , 0.42 , 6,389,235 ,64.19
New Zealand,NZL,Oceania,2016-01-01, 45,822.71 , 0.83 , 4,714,100 ,88
Netherlands,NLD,Europe,2016-01-01, 63,576.48 , 0.86 , 17,030,314 ,82.03
Nepal,NPL,Asia,2016-01-01, 3,756.41 , 0.52 , 27,861,186 ,50.21
Morocco,MAR,Africa,2016-01-01, 8,119.81 , 0.53 , 35,107,264 ,74.18
Mongolia,MNG,Asia,2016-01-01, 14,170.19 , 0.54 , 3,029,555 ,64.39
Moldova,MDA,Europe,2016-01-01, 12,377.37 , 0.50 , 2,803,186 ,76.69
Mexico,MEX,Americas,2016-01-01, 22,008.00 , 0.46 , 121,519,221 ,73.59
Malaysia,MYS,Asia,2016-01-01, 28,671.31 , 0.54 , 31,526,418 ,74.23
Malawi,MWI,Africa,2016-01-01, 1,666.11 , 0.51 , 17,405,624 ,49.69
Madagascar,MDG,Africa,2016-01-01, 1,693.47 , 0.46 , 25,501,941 ,37.1
Liberia,LBR,Africa,2016-01-01, 1,670.70 , 0.45 , 4,706,097 ,43.42
Lebanon,LBN,Asia,2016-01-01, 15,732.70 , 0.46 , 6,258,619 ,69.14
Kyrgyz Republic,KGZ,Asia,2016-01-01, 5,805.10 , 0.47 , 6,079,500 ,73.13
Kenya,KEN,Africa,2016-01-01, 4,794.71 , 0.43 , 47,894,670 ,62.49
Kazakhstan,KAZ,Asia,2016-01-01, 31,742.82 , 0.51 , 17,794,055 ,73.29
Jordan,JOR,Asia,2016-01-01, 9,360.93 , 0.59 , 9,964,656 ,72.24
Japan,JPN,Asia,2016-01-01, 43,976.27 , 0.78 , 127,076,000 ,80.59
Jamaica,JAM,Americas,2016-01-01, 9,912.02 , 0.58 , 2,802,695 ,77.02
Italy,ITA,Europe,2016-01-01, 47,880.94 , 0.65 , 60,627,498 ,84.48
Indonesia,IDN,Asia,2016-01-01, 11,439.72 , 0.52 , 261,850,182 ,65.85
India,IND,Asia,2016-01-01, 6,968.15 , 0.52 , 1,338,636,340 ,53.58
Hungary,HUN,Europe,2016-01-01, 32,457.83 , 0.57 , 9,814,023 ,84.6
Guatemala,GTM,Americas,2016-01-01, 11,128.32 , 0.44 , 15,827,690 ,69.64
Greece,GRC,Europe,2016-01-01, 31,468.23 , 0.61 , 10,775,971 ,85.81
Ghana,GHA,Africa,2016-01-01, 5,628.20 , 0.58 , 29,554,303 ,58.89
Germany,DEU,Europe,2016-01-01, 60,181.10 , 0.84 , 82,348,669 ,84.26
Georgia,GEO,Asia,2016-01-01, 15,442.96 , 0.66 , 3,727,505 ,64.96
France,FRA,Europe,2016-01-01, 52,353.86 , 0.72 , 66,724,104 ,88.2
Finland,FIN,Europe,2016-01-01, 54,926.45 , 0.88 , 5,495,303 ,90.68
Ethiopia,ETH,Africa,2016-01-01, 2,113.05 , 0.39 , 105,293,228 ,45.83
Estonia,EST,Europe,2016-01-01, 37,228.06 , 0.79 , 1,315,790 ,88.59
El Salvador,SLV,Americas,2016-01-01, 9,785.32 , 0.50 , 6,250,510 ,68.07
Ecuador,ECU,Americas,2016-01-01, 13,623.91 , 0.46 , 16,439,585 ,66.58
Dominican Republic,DOM,Americas,2016-01-01, 18,793.75 , 0.47 , 10,527,592 ,75.32
Denmark,DNK,Europe,2016-01-01, 64,391.16 , 0.89 , 5,728,010 ,89.21
Czechia,CZE,Europe,2016-01-01, 43,986.22 , 0.75 , 10,566,332 ,84.67
Croatia,HRV,Europe,2016-01-01, 30,384.48 , 0.61 , 4,174,349 ,86.98
Cote d'Ivoire,CIV,Africa,2016-01-01, 5,711.07 , 0.48 , 24,213,622 ,59.89
Colombia,COL,Americas,2016-01-01, 17,244.78 , 0.51 , 47,625,955 ,75.93
China,CHN,Asia,2016-01-01, 15,485.21 , 0.49 , 1,387,790,000 ,65.1
Chile,CHL,Americas,2016-01-01, 28,252.16 , 0.69 , 18,083,879 ,77.67
Canada,CAN,Americas,2016-01-01, 54,765.30 , 0.81 , 36,110,803 ,85.06
Cameroon,CMR,Africa,2016-01-01, 4,713.44 , 0.38 , 23,711,630 ,57.13
Cambodia,KHM,Asia,2016-01-01, 4,032.89 , 0.33 , 15,624,584 ,51.24
Burkina Faso,BFA,Africa,2016-01-01, 2,163.47 , 0.49 , 19,275,498 ,43.71
Bulgaria,BGR,Europe,2016-01-01, 24,999.43 , 0.55 , 7,127,822 ,83.4
Brazil,BRA,Americas,2016-01-01, 17,310.74 , 0.56 , 206,859,578 ,78.9
Botswana,BWA,Africa,2016-01-01, 16,060.20 , 0.58 , 2,352,416 ,70.72
Bosnia and Herzegovina,BIH,Europe,2016-01-01, 15,048.66 , 0.56 , 3,480,986 ,63.28
Bolivia,BOL,Americas,2016-01-01, 9,321.59 , 0.40 , 11,263,015 ,71.09
Belgium,BEL,Europe,2016-01-01, 59,315.70 , 0.79 , 11,331,422 ,80.15
Belarus,BLR,Europe,2016-01-01, 24,846.96 , 0.54 , 9,469,379 ,82.3
Bangladesh,BGD,Asia,2016-01-01, 5,719.07 , 0.41 , 159,784,568 ,41.77
Austria,AUT,Europe,2016-01-01, 62,865.49 , 0.84 , 8,736,668 ,86.64
Australia,AUS,Oceania,2016-01-01, 55,667.92 , 0.81 , 24,190,907 ,87.22
Argentina,ARG,Americas,2016-01-01, 28,006.77 , 0.56 , 43,590,368 ,79.84
Albania,ALB,Europe,2016-01-01, 13,694.73 , 0.51 , 2,876,101 ,74.38
Zimbabwe,ZWE,Africa,2020-01-01, 3,082.92 , 0.39 , 15,669,666 ,37
Zambia,ZMB,Africa,2020-01-01, 3,415.19 , 0.45 , 18,927,715 ,34.7
Viet Nam,VNM,Asia,2020-01-01, 12,026.81 , 0.49 , 96,648,685 ,33.4
Uzbekistan,UZB,Asia,2020-01-01, 7,751.21 , 0.47 , 34,232,050 ,44.3
Uruguay,URY,Americas,2020-01-01, 27,626.80 , 0.71 , 3,429,086 ,49.1
United States,USA,Americas,2020-01-01, 67,266.19 , 0.72 , 331,526,933 ,69.3
United Kingdom,GBR,Europe,2020-01-01, 48,583.76 , 0.79 , 67,081,234 ,81.3
United Arab Emirates,ARE,Asia,2020-01-01, 66,590.40 , 0.65 , 9,287,289 ,55.6
Ukraine,UKR,Europe,2020-01-01, 17,285.90 , 0.51 , 44,207,754 ,49.5
Uganda,UGA,Africa,2020-01-01, 2,681.18 , 0.40 , 44,404,611 ,35.6
Turkiye,TUR,Asia,2020-01-01, 28,649.56 , 0.43 , 83,384,680 ,42.6
Tunisia,TUN,Africa,2020-01-01, 11,720.50 , 0.54 , 12,161,723 ,46.7
Thailand,THA,Asia,2020-01-01, 20,002.85 , 0.51 , 71,475,664 ,45.4
Tanzania,TZA,Africa,2020-01-01, 3,408.91 , 0.47 , 61,704,518 ,31.1
Sweden,SWE,Europe,2020-01-01, 60,064.63 , 0.86 , 10,353,442 ,78.7
Sri Lanka,LKA,Asia,2020-01-01, 13,886.65 , 0.52 , 21,919,000 ,39
Spain,ESP,Europe,2020-01-01, 41,038.98 , 0.73 , 47,365,655 ,74.3
South Africa,ZAF,Africa,2020-01-01, 13,671.83 , 0.59 , 58,801,927 ,43.1
Slovenia,SVN,Europe,2020-01-01, 43,082.26 , 0.69 , 2,102,419 ,72
Singapore,SGP,Asia,2020-01-01, 115,304.15 , 0.79 , 5,685,807 ,58.1
Sierra Leone,SLE,Africa,2020-01-01, 1,595.31 , 0.45 , 8,233,970 ,25.7
Senegal,SEN,Africa,2020-01-01, 4,104.36 , 0.55 , 16,436,120 ,30.7
Russian Federation,RUS,Europe,2020-01-01, 36,746.38 , 0.47 , 145,245,148 ,50.5
Romania,ROU,Europe,2020-01-01, 35,651.63 , 0.63 , 19,265,250 ,64.7
Portugal,PRT,Europe,2020-01-01, 36,909.24 , 0.70 , 10,297,081 ,67
Poland,POL,Europe,2020-01-01, 37,686.89 , 0.66 , 37,899,070 ,60.9
Philippines,PHL,Asia,2020-01-01, 8,446.92 , 0.47 , 112,190,977 ,38.4
Peru,PER,Americas,2020-01-01, 13,421.49 , 0.50 , 33,304,756 ,44
Panama,PAN,Americas,2020-01-01, 27,025.32 , 0.52 , 4,294,396 ,47.3
Pakistan,PAK,Asia,2020-01-01, 5,311.42 , 0.39 , 227,196,741 ,33.1
Norway,NOR,Europe,2020-01-01, 86,313.75 , 0.89 , 5,379,475 ,77.7
North Macedonia,MKD,Europe,2020-01-01, 21,186.71 , 0.53 , 1,856,124 ,55.4
Nigeria,NGA,Africa,2020-01-01, 5,557.92 , 0.43 , 208,327,405 ,31
Nicaragua,NIC,Americas,2020-01-01, 6,318.27 , 0.39 , 6,755,895 ,39.2
New Zealand,NZL,Oceania,2020-01-01, 46,289.39 , 0.83 , 5,090,200 ,71.3
Netherlands,NLD,Europe,2020-01-01, 64,080.83 , 0.84 , 17,441,500 ,75.3
Nepal,NPL,Asia,2020-01-01, 4,355.10 , 0.53 , 29,348,627 ,32.7
Morocco,MAR,Africa,2020-01-01, 8,028.88 , 0.50 , 36,688,772 ,42.3
Mongolia,MNG,Asia,2020-01-01, 14,949.02 , 0.53 , 3,294,335 ,32.2
Moldova,MDA,Europe,2020-01-01, 13,559.26 , 0.50 , 2,635,130 ,44.4
Mexico,MEX,Americas,2020-01-01, 20,097.05 , 0.44 , 125,998,302 ,52.6
Malaysia,MYS,Asia,2020-01-01, 29,815.85 , 0.58 , 33,199,993 ,47.9
Malawi,MWI,Africa,2020-01-01, 1,727.05 , 0.52 , 19,377,061 ,38.3
Madagascar,MDG,Africa,2020-01-01, 1,591.15 , 0.44 , 28,225,177 ,26.5
Liberia,LBR,Africa,2020-01-01, 1,515.59 , 0.45 , 5,087,584 ,22.6
Lebanon,LBN,Asia,2020-01-01, 12,594.62 , 0.45 , 5,662,923 ,45.4
Kyrgyz Republic,KGZ,Asia,2020-01-01, 5,661.26 , 0.48 , 6,579,900 ,39.8
Kenya,KEN,Africa,2020-01-01, 5,079.93 , 0.45 , 51,985,780 ,34.7
Kazakhstan,KAZ,Asia,2020-01-01, 33,251.43 , 0.52 , 18,755,666 ,44.7
Jordan,JOR,Asia,2020-01-01, 8,970.22 , 0.57 , 10,928,721 ,53.4
Japan,JPN,Asia,2020-01-01, 43,238.30 , 0.78 , 126,261,000 ,75.1
Jamaica,JAM,Americas,2020-01-01, 9,211.85 , 0.57 , 2,820,436 ,48.2
Italy,ITA,Europe,2020-01-01, 45,835.91 , 0.66 , 59,438,851 ,71
Indonesia,IDN,Asia,2020-01-01, 12,523.29 , 0.53 , 271,857,970 ,37.8
India,IND,Asia,2020-01-01, 7,432.55 , 0.51 , 1,396,387,127 ,27.6
Hungary,HUN,Europe,2020-01-01, 35,949.92 , 0.53 , 9,750,149 ,63.7
Guatemala,GTM,Americas,2020-01-01, 11,376.57 , 0.45 , 16,858,333 ,31.8
Greece,GRC,Europe,2020-01-01, 30,096.82 , 0.61 , 10,698,599 ,69.1
Ghana,GHA,Africa,2020-01-01, 6,354.38 , 0.57 , 32,180,401 ,27.6
Germany,DEU,Europe,2020-01-01, 60,065.51 , 0.84 , 83,160,871 ,77.2
Georgia,GEO,Asia,2020-01-01, 17,031.14 , 0.60 , 3,722,716 ,41.3
France,FRA,Europe,2020-01-01, 50,724.49 , 0.73 , 67,571,107 ,80
Finland,FIN,Europe,2020-01-01, 56,310.62 , 0.87 , 5,529,543 ,78.9
Ethiopia,ETH,Africa,2020-01-01, 2,553.63 , 0.41 , 117,190,911 ,34.4
Estonia,EST,Europe,2020-01-01, 41,677.98 , 0.81 , 1,329,522 ,65.3
El Salvador,SLV,Americas,2020-01-01, 9,603.02 , 0.49 , 6,292,731 ,43.1
Ecuador,ECU,Americas,2020-01-01, 12,394.97 , 0.49 , 17,588,595 ,51
Dominican Republic,DOM,Americas,2020-01-01, 19,736.80 , 0.48 , 10,999,664 ,46.3
Denmark,DNK,Europe,2020-01-01, 65,686.53 , 0.90 , 5,831,404 ,82.5
Czechia,CZE,Europe,2020-01-01, 45,917.29 , 0.73 , 10,697,858 ,71
Croatia,HRV,Europe,2020-01-01, 31,564.45 , 0.61 , 4,047,680 ,63.1
Cote d'Ivoire,CIV,Africa,2020-01-01, 6,241.93 , 0.46 , 26,811,790 ,25.8
Colombia,COL,Americas,2020-01-01, 16,055.38 , 0.50 , 50,930,662 ,52.9
China,CHN,Asia,2020-01-01, 18,833.78 , 0.48 , 1,411,100,000 ,37.3
Chile,CHL,Americas,2020-01-01, 26,353.49 , 0.67 , 19,300,315 ,55.3
Canada,CAN,Americas,2020-01-01, 53,274.91 , 0.81 , 38,028,638 ,71
Cameroon,CMR,Africa,2020-01-01, 4,711.11 , 0.36 , 26,491,087 ,33.6
Cambodia,KHM,Asia,2020-01-01, 4,584.21 , 0.33 , 16,396,860 ,33.6
Burkina Faso,BFA,Africa,2020-01-01, 2,369.59 , 0.51 , 21,522,626 ,38.3
Bulgaria,BGR,Europe,2020-01-01, 27,090.71 , 0.55 , 6,934,015 ,57
Brazil,BRA,Americas,2020-01-01, 16,958.90 , 0.52 , 213,196,304 ,51.2
Botswana,BWA,Africa,2020-01-01, 15,134.70 , 0.60 , 2,546,402 ,40.4
Bosnia and Herzegovina,BIH,Europe,2020-01-01, 16,885.51 , 0.52 , 3,318,407 ,45.4
Bolivia,BOL,Americas,2020-01-01, 8,910.59 , 0.38 , 11,936,162 ,44.3
Belgium,BEL,Europe,2020-01-01, 58,337.76 , 0.79 , 11,538,604 ,73.3
Belarus,BLR,Europe,2020-01-01, 26,731.49 , 0.51 , 9,379,952 ,53
Bangladesh,BGD,Asia,2020-01-01, 6,968.15 , 0.41 , 167,420,951 ,29
Austria,AUT,Europe,2020-01-01, 61,108.42 , 0.82 , 8,916,864 ,79.6
Australia,AUS,Oceania,2020-01-01, 56,298.20 , 0.80 , 25,649,248 ,74.9
Argentina,ARG,Americas,2020-01-01, 23,785.78 , 0.58 , 45,376,763 ,52.2
Albania,ALB,Europe,2020-01-01, 14,793.85 , 0.50 , 2,837,849 ,49
Zimbabwe,ZWE,Africa,2022-01-01, 3,420.03 , 0.39 , 16,320,537 ,46.2
Zambia,ZMB,Africa,2022-01-01, 3,610.67 , 0.45 , 20,017,675 ,38.4
Viet Nam,VNM,Asia,2022-01-01, 13,126.98 , 0.49 , 98,186,856 ,20.1
Uzbekistan,UZB,Asia,2022-01-01, 8,447.55 , 0.50 , 35,648,100 ,38.2
Uruguay,URY,Americas,2022-01-01, 30,592.30 , 0.71 , 3,422,794 ,37.4
United States,USA,Americas,2022-01-01, 72,165.48 , 0.71 , 333,271,411 ,51.1
United Kingdom,GBR,Europe,2022-01-01, 54,515.75 , 0.79 , 67,791,000 ,77.7
United Arab Emirates,ARE,Asia,2022-01-01, 73,724.31 , 0.63 , 9,441,129 ,52.4
Ukraine,UKR,Europe,2022-01-01, 15,022.49 , 0.50 , 38,000,000 ,49.6
Uganda,UGA,Africa,2022-01-01, 2,728.55 , 0.39 , 47,249,585 ,35.8
Turkiye,TUR,Asia,2022-01-01, 33,061.06 , 0.42 , 84,979,913 ,26.3
Tunisia,TUN,Africa,2022-01-01, 12,381.60 , 0.52 , 12,356,117 ,40.7
Thailand,THA,Asia,2022-01-01, 20,752.60 , 0.50 , 71,697,030 ,38.1
Tanzania,TZA,Africa,2022-01-01, 3,504.42 , 0.46 , 65,497,748 ,34.2
Sweden,SWE,Europe,2022-01-01, 64,621.55 , 0.86 , 10,486,941 ,72.7
Sri Lanka,LKA,Asia,2022-01-01, 13,249.41 , 0.50 , 22,181,000 ,34.7
Spain,ESP,Europe,2022-01-01, 45,787.70 , 0.73 , 47,778,340 ,56.6
South Africa,ZAF,Africa,2022-01-01, 14,322.33 , 0.58 , 59,893,885 ,37.2
Slovenia,SVN,Europe,2022-01-01, 47,558.27 , 0.68 , 2,111,986 ,67.3
Singapore,SGP,Asia,2022-01-01, 132,468.93 , 0.78 , 5,637,022 ,50.9
